Article_ID,Study_ID,Study_ID_Unique,Comparison_ID,Test_ID,Outcome_ID,Last_Name,Year,Title,Journal,DOI,Country_Of_Study,Citation,Species,Strain,Sex,Sex_Distribution,Age_At_Start_Days,Control_N,Intervention_N,Test_Name,Test_Name_Standardized,Cognitive_Domain,Variable_Name,Variable_Value,Variable_Unit,Direction,Variable_Range_Min,Variable_Range_Max,Control_Group_Mean,Control_Group_Variance_Value,Intervention_Group_Mean,Intervention_Group_Variance_Value,Variance_Source,Intervention_Duration_Days,Intervention_to_Test_Interval_Days,RLS_Differential,RLS_Score_Control,RLS_Score_Intervention,any_sensitivity_flag,Overall_Risk_Of_Bias,Multi_Arm_Study,Number_of_Arms,Shared_Control_Group,Shared_Experimental_Group,Morris_Method_Required,Data_Source,Data_Extraction_Method,Selected_For_Domain_Analysis,Control_Group_ID_Standardized,Intervention_Group_ID_Standardized,Control_Group_RLS_Categories,Intervention_Group_RLS_Categories,Canada_Post_2009,EU_UK_Post_2010,Control_Burrowing_Substrates,Control_Gnawing_Materials,Control_Environmental_Complexity,Control_Foraging_Opportunities,Control_Fresh_Plant_Matter,Control_Nesting_Material,Control_Shelters,Control_Additional_Space,Control_Sweet_High_Fat_Food,Control_Exercise_Wheels,Control_Wheel_Condition,Control_Social_Partners,Quantity_Control_Social_Partners,Intervention_Burrowing_Substrates,Intervention_Gnawing_Materials,Intervention_Environmental_Complexity,Intervention_Foraging_Opportunities,Intervention_Fresh_Plant_Matter,Intervention_Nesting_Material,Intervention_Shelters,Intervention_Additional_Space,Intervention_Sweet_High_Fat_Food,Intervention_Exercise_Wheels,Intervention_Social_Partners,Quantity_Intervention_Social_Partners,SYRCLE_01_Sequence_Generation,SYRCLE_02_Baseline_Characteristics,SYRCLE_03_Allocation_Concealment,SYRCLE_04_Random_Housing,SYRCLE_05_Blinding_Investigators,SYRCLE_06_Random_Outcome_Assessment,SYRCLE_07_Blinding_Outcome_Assessment,SYRCLE_08_Incomplete_Outcome_Data,SYRCLE_09_Selective_Outcome_Reporting,SYRCLE_10_Other_Sources_Bias,Total_Comparisons,Pre_Registration_Status,Open_Data,Variable_Transformation,Quantity_Control_Additional_Space_cm2,Quantity_Intervention_Additional_Space_cm2,Hedges_g_corrected,sampling_variance_corrected,Enriched_N,Enriched_Group_Mean,Enriched_Group_SD,Control_Group_SD,exclude_main_analysis,sensitivity_study,sensitivity_reason,sensitivity_age_violation,sensitivity_intervention_characteristics,sensitivity_statistical_issues,sensitivity_data_extraction,Arm_Number,Study_Arm_ID,Control_Group_ID_Standardized_FIXED,Intervention_Group_ID_Standardized_FIXED,VIF_multiarm,vi_adjusted_multiarm
Birch2013,1,Birch2013_1,Birch2013_1_4_1,4,1,Birch,2013,"Short-Term Environmental Enrichment, in the Absence of Exercise, Improves Memory, and Increases NGF Concentration, Early Neuronal Survival, and Synaptogenesis in the Dentate Gyrus in a Time-Dependent Manner",Hippocampus,10.1002/hipo.22103,Ireland,"Birch, A. M., McGarry, N. B., & Kelly, Á. M. (2013). Short-Term Environmental Enrichment, in the Absence of Exercise, Improves Memory, and Increases NGF Concentration, Early Neuronal Survival, and Synaptogenesis in the Dentate Gyrus in a Time-Dependent Manner. Hippocampus, 23(7), 637-650. https://doi.org/10.1002/hipo.22103",Rat,Wistar,Male,100,116.1,12,12,Object Displacement,Novel Object Location,Learning & Memory (Spatial),Displaced object exploration,Percentage exploration,Percentage,higher better,0,100,37.35,9.29,49.49,7.97,Imputed,42,0,3,1,4,1,Some Concerns,False,2,False,False,False,Text,Reported in text,,Control-1,Intervention-3,Additional Space,Burrowing Substrates; Gnawing Materials; Environmental Complexity; Shelters,False,True,False,False,False,False,False,False,False,True,False,False,NR,False,3,True,True,True,False,False,False,True,False,False,False,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,1829.0,1829.0,1.04174497602749,0.214265024321049,11.0,48.03,9.85,9.91,False,TRUE,Extreme effect size (|g| > 2) - include in main but test in sensitivity,0,0,1,1,3,Birch2013_1_C,Birch2013_Control-1,Birch2013_Intervention-3,1.6,0.316535099486262
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_1_1,1,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,24,24,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Escape latency,Escape latency (average across all days),seconds,lower better,0,,31.42,12.15,27.02,10.58,Reported,40,0,4,0,4,0,Some Concerns,False,2,False,False,False,Figure 1A,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,0.379901603994413,0.0848367211324742,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.0848367211324742
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_2_1,2,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,5,5,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (1 day),Time in zone,seconds,higher better,0,60,16.55,6.04,19.93,8.05,Reported,41,0,4,0,4,1,High Risk,False,2,False,False,False,Figure 1B,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,0.429000105454458,0.409202054523997,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.409202054523997
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_3_1,3,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,5,5,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (10 days),Time in zone,seconds,higher better,0,60,18.58,5.03,18.36,5.03,Reported,50,0,4,0,4,1,High Risk,False,2,False,False,False,Figure 1B,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,-0.0395049060475852,0.400078031880091,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.400078031880091
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_4_1,4,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,5,5,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (20 days),Time in zone,seconds,higher better,0,60,19.59,2.77,16.5,3.06,Reported,60,0,4,0,4,1,High Risk,False,2,False,False,False,Figure 1B,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,-0.956268006452317,0.445722425008214,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.445722425008214
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_5_1,5,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,5,5,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (30 days),Time in zone,seconds,higher better,0,60,10.59,0.4,9.87,1.34,Reported,70,0,4,0,4,1,High Risk,False,2,False,False,False,Figure 1B,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,-0.657663618233818,0.42162607173742,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.42162607173742
Bonaccorsi2013,1,Bonaccorsi2013_1,Bonaccorsi2013_1_6_1,6,1,Bonaccorsi,2013,System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment,Neural Plasticity,10.1155/2013/956312,Italy,"Bonaccorsi, J., Cintoli, S., Mastrogiacomo, R., Baldanzi, S., Braschi, C., Pizzorusso, T., Cenni, M. C., & Berardi, N. (2013). System Consolidation of Spatial Memories in Mice: Effects of Enriched Environment. Neural Plasticity, 2013, Article ID 956312, 1-12. https://doi.org/10.1155/2013/956312",Mouse,C57BL/6,Both,NR,60.0,4,4,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (50 days),Time in zone,seconds,higher better,0,60,10.29,0.84,8.49,2.12,Reported,90,0,4,0,4,1,High Risk,False,2,False,False,False,Figure 1B,Direct from figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels,False,True,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,468.0,2728.0,-0.970706618524239,0.558891958702923,,,,,False,,,0,0,0,0,1,Bonaccorsi2013_1_A,Bonaccorsi2013_Control-1,Bonaccorsi2013_Intervention-1,1.0,0.558891958702923
Bouet2011,1,Bouet2011_1,Bouet2011_1_1_1,1,1,Bouet,2011,Continuous enriched environment improves learning and memory in adult NMRI mice through theta burst-related-LTP independent mechanisms but is not efficient in advanced aged animals,Mechanisms of Ageing and Development,10.1016/j.mad.2011.04.006,France,"Bouet, V., Freret, T., Dutar, P., Billard, J. M., & Boulouard, M. (2011). Continuous enriched environment improves learning and memory in adult NMRI mice through theta burst-related-LTP independent mechanisms but is not efficient in advanced aged animals. Mechanisms of Ageing and Development, 132(5), 240-248. https://doi.org/10.1016/j.mad.2011.04.006",Mouse,NMRI,Female,0,90.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Distance to platform (average across all blocks),Swimming distance,cm,lower better,0,,814.94,176.13,671.65,259.71,Reported,90,0,5,2,7,1,High Risk,False,2,False,False,True,Figure 3B,Reported in figure,,Control-1,Intervention-1,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,False,False,False,False,False,True,False,False,NR,True,7,False,True,True,False,False,True,True,True,False,True,True,25,Unclear Risk,Low Risk,Unclear Risk,High Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,1218.0,4800.0,0.626959297482263,0.149876392155347,,,,,False,,,0,0,0,1,1,Bouet2011_1_A,Bouet2011_Control-1,Bouet2011_Intervention-1,1.0,0.149876392155347
Bouet2011,1,Bouet2011_1,Bouet2011_1_1_2,1,2,Bouet,2011,Continuous enriched environment improves learning and memory in adult NMRI mice through theta burst-related-LTP independent mechanisms but is not efficient in advanced aged animals,Mechanisms of Ageing and Development,10.1016/j.mad.2011.04.006,France,"Bouet, V., Freret, T., Dutar, P., Billard, J. M., & Boulouard, M. (2011). Continuous enriched environment improves learning and memory in adult NMRI mice through theta burst-related-LTP independent mechanisms but is not efficient in advanced aged animals. Mechanisms of Ageing and Development, 132(5), 240-248. https://doi.org/10.1016/j.mad.2011.04.006",Mouse,NMRI,Female,0,90.0,14,14,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial,Time in target quadrant,seconds,higher better,0,,11.71,2.89,11.28,3.08,Reported,90,0,5,2,7,1,Some Concerns,False,2,False,False,True,Figure 3C,Reported in figure,,Control-1,Intervention-1,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,False,False,False,False,False,True,False,False,NR,True,7,False,True,True,False,False,True,True,True,False,True,True,25,Unclear Risk,Low Risk,Unclear Risk,High Risk,High Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,1218.0,4800.0,-0.139787089433817,0.143206079113792,,,,,False,,,0,0,0,1,1,Bouet2011_1_A,Bouet2011_Control-1,Bouet2011_Intervention-1,1.0,0.143206079113792
Cavalcante2020,1,Cavalcante2020_1,Cavalcante2020_1_1_1,1,1,Cavalcante,2020,Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory,Behavioural Brain Research,10.1016/j.bbr.2020.112806,Brazil,"Cavalcante, K. M. H., Bispo, J. M. M., Souza, M. F., Medeiros, K. A. A. L., Lins, L. C. R. F., Santos, E. R., Melo, J. E. C., Gois, A. M., Meurer, Y. S. R., Leal, P. C., Marchioro, M., & Santos, J. R. (2020). Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory. Behavioural Brain Research, 393, 112806. https://doi.org/10.1016/j.bbr.2020.112806",Rat,Wistar,Male,100,76.0,12,12,Contextual Fear Conditioning,Contextual Fear Conditioning,Fear/Associative Learning,Freezing time percentage,Freezing time percentage,Percentage,higher better,0,100,56.37,15.8,63.42,12.92,Reported,14,0,5,2,7,0,Some Concerns,True,3,True,False,False,Figure 1B,Estimated from figure,,Control-1,Intervention-1,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,True,False,False,Absent,True,4,False,True,True,False,False,True,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,1320.0,2090.0,0.471652379406798,0.171301165979169,,,,,False,,,0,0,0,0,1,Cavalcante2020_1_A,Cavalcante2020_Control-1,Cavalcante2020_Intervention-1,1.0,0.171301165979169
Cavalcante2020,1,Cavalcante2020_1,Cavalcante2020_1_1_2,1,2,Cavalcante,2020,Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory,Behavioural Brain Research,10.1016/j.bbr.2020.112806,Brazil,"Cavalcante, K. M. H., Bispo, J. M. M., Souza, M. F., Medeiros, K. A. A. L., Lins, L. C. R. F., Santos, E. R., Melo, J. E. C., Gois, A. M., Meurer, Y. S. R., Leal, P. C., Marchioro, M., & Santos, J. R. (2020). Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory. Behavioural Brain Research, 393, 112806. https://doi.org/10.1016/j.bbr.2020.112806",Rat,Wistar,Male,100,62.0,12,12,Contextual Fear Conditioning,Contextual Fear Conditioning,Fear/Associative Learning,Freezing time percentage,Freezing time percentage,Percentage,higher better,0,100,56.37,15.8,66.32,15.8,Reported,28,0,5,2,7,0,Some Concerns,True,3,True,False,False,Figure 1B,Estimated from figure,,Control-1,Intervention-2,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,True,False,False,Absent,True,4,False,True,True,False,False,True,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,1320.0,2090.0,0.608031427324312,0.174368796179459,,,,,False,,,0,0,0,0,2,Cavalcante2020_1_B,Cavalcante2020_Control-1,Cavalcante2020_Intervention-2,1.0,0.174368796179459
Cavalcante2020,1,Cavalcante2020_1,Cavalcante2020_1_1_3,1,3,Cavalcante,2020,Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory,Behavioural Brain Research,10.1016/j.bbr.2020.112806,Brazil,"Cavalcante, K. M. H., Bispo, J. M. M., Souza, M. F., Medeiros, K. A. A. L., Lins, L. C. R. F., Santos, E. R., Melo, J. E. C., Gois, A. M., Meurer, Y. S. R., Leal, P. C., Marchioro, M., & Santos, J. R. (2020). Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory. Behavioural Brain Research, 393, 112806. https://doi.org/10.1016/j.bbr.2020.112806",Rat,Wistar,Male,100,76.0,12,12,Contextual Fear Extinction,Contextual Fear Conditioning,Fear/Associative Learning,Freezing time percentage,Freezing time percentage,Percentage,lower better,0,100,46.42,15.8,46.01,18.67,Reported,14,0,5,2,7,0,Some Concerns,True,3,True,False,False,Figure 1B,Estimated from figure,,Control-2,Intervention-1,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,True,False,False,Absent,True,4,False,True,True,False,False,True,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,1320.0,2090.0,0.0228892969255953,0.16667758166487,,,,,False,,,0,0,0,0,3,Cavalcante2020_1_C,Cavalcante2020_Control-2,Cavalcante2020_Intervention-1,1.0,0.16667758166487
Cavalcante2020,1,Cavalcante2020_1,Cavalcante2020_1_1_4,1,4,Cavalcante,2020,Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory,Behavioural Brain Research,10.1016/j.bbr.2020.112806,Brazil,"Cavalcante, K. M. H., Bispo, J. M. M., Souza, M. F., Medeiros, K. A. A. L., Lins, L. C. R. F., Santos, E. R., Melo, J. E. C., Gois, A. M., Meurer, Y. S. R., Leal, P. C., Marchioro, M., & Santos, J. R. (2020). Short-term but not long-term exposure to an enriched environment facilitates the extinction of aversive memory. Behavioural Brain Research, 393, 112806. https://doi.org/10.1016/j.bbr.2020.112806",Rat,Wistar,Male,100,62.0,12,12,Contextual Fear Extinction,Contextual Fear Conditioning,Fear/Associative Learning,Freezing time percentage,Freezing time percentage,Percentage,lower better,0,100,46.42,15.8,58.86,8.63,Reported,28,0,5,2,7,0,Some Concerns,True,3,True,False,False,Figure 1B,Estimated from figure,,Control-2,Intervention-2,Additional Space; Social Partners,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,True,False,False,Absent,True,4,False,True,True,False,False,True,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,1320.0,2090.0,-0.943505798164329,0.185212566482702,,,,,False,,,0,0,0,0,4,Cavalcante2020_1_D,Cavalcante2020_Control-2,Cavalcante2020_Intervention-2,1.0,0.185212566482702
Chandler2020,1,Chandler2020_1,Chandler2020_1_1_1,1,1,Chandler,2020,Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice,Neuroscience,10.1016/j.neuroscience.2019.12.028,Canada,"Chandler, K., Dosso, H., Simard, S., Siddiqi, S., Rudyk, C., & Salmaso, N. (2020). Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice. Neuroscience, 416, 118-128. https://doi.org/10.1016/j.neuroscience.2019.12.028",Mouse,C57BL/6,Male,100,90.0,7,9,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Number of successful trials,Number of successes,Number of successes,higher better,0,12,5.26,2.54,7.36,2.55,Reported,16,0,4,1,5,1,High Risk,False,2,False,False,False,Figure 3A,Reported in text/figure,,Control-1,Intervention-1,Nesting Material,Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels,True,False,False,False,False,False,False,True,False,False,False,False,NR,False,2,False,False,True,False,False,True,True,True,False,True,False,5,High Risk,Low Risk,High Risk,High Risk,High Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,567.0,1200.0,0.779918942666081,0.272976802628547,,,,,False,,,0,0,0,0,1,Chandler2020_1_A,Chandler2020_Control-1,Chandler2020_Intervention-1,1.0,0.272976802628547
Chandler2020,1,Chandler2020_1,Chandler2020_1_1_2,1,2,Chandler,2020,Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice,Neuroscience,10.1016/j.neuroscience.2019.12.028,Canada,"Chandler, K., Dosso, H., Simard, S., Siddiqi, S., Rudyk, C., & Salmaso, N. (2020). Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice. Neuroscience, 416, 118-128. https://doi.org/10.1016/j.neuroscience.2019.12.028",Mouse,C57BL/6,Male,100,90.0,7,9,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Latency to find platform,Latency,seconds,lower better,0,60,47.1,13.84,39.25,15.69,Reported,16,0,4,1,5,1,High Risk,False,2,False,False,False,Figure 3B,Reported in text/figure,,Control-1,Intervention-1,Nesting Material,Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels,True,False,False,False,False,False,False,True,False,False,False,False,NR,False,2,False,False,True,False,False,True,True,True,False,True,False,5,High Risk,Low Risk,High Risk,High Risk,High Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,567.0,1200.0,0.497265986467486,0.2616955496338,,,,,False,,,0,0,0,0,1,Chandler2020_1_A,Chandler2020_Control-1,Chandler2020_Intervention-1,1.0,0.2616955496338
Chandler2020,1,Chandler2020_1,Chandler2020_1_1_3,1,3,Chandler,2020,Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice,Neuroscience,10.1016/j.neuroscience.2019.12.028,Canada,"Chandler, K., Dosso, H., Simard, S., Siddiqi, S., Rudyk, C., & Salmaso, N. (2020). Differential Effects of Short-term Environmental Enrichment in Juvenile and Adult Mice. Neuroscience, 416, 118-128. https://doi.org/10.1016/j.neuroscience.2019.12.028",Mouse,C57BL/6,Male,100,90.0,7,9,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial,Time in target zone,seconds,higher better,0,60,7.77,6.01,16.87,9.09,Reported,16,0,4,1,5,1,High Risk,False,2,False,False,False,Figure 3C,Reported in text/figure,,Control-1,Intervention-1,Nesting Material,Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels,True,False,False,False,False,False,False,True,False,False,False,False,NR,False,2,False,False,True,False,False,True,True,True,False,True,False,5,High Risk,Low Risk,High Risk,High Risk,High Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,567.0,1200.0,1.08658019077017,0.290863769936196,,,,,False,,,0,0,0,0,1,Chandler2020_1_A,Chandler2020_Control-1,Chandler2020_Intervention-1,1.0,0.290863769936196
Chrusch2023,1,Chrusch2023_1,Chrusch2023_1_1_1,1,1,Chrusch,2023,Environmental Enrichment Engages Vesicular Zinc Signaling to Enhance Hippocampal Neurogenesis,Cells,10.3390/cells12060883,Canada,"Chrusch, M. J., Fu, S., Spanswick, S. C., Vecchiarelli, H. A., Patel, P. P., Hill, M. N., & Dyck, R. H. (2023). Environmental Enrichment Engages Vesicular Zinc Signaling to Enhance Hippocampal Neurogenesis. Cells, 12(6), 883. https://doi.org/10.3390/cells12060883",Mouse,C57BL/6 x 129/Sv hybrid,Male,100,60.0,10,9,Novel Object Recognition,Novel Object Recognition,Learning & Memory (Spatial),Novel investigation ratio,Percentage of time investigating novel location,Percentage,higher better,0,100,50.83,8.32,65.87,10.02,Reported,21,0,5,1,6,0,Some Concerns,False,2,False,False,False,Figure 4A,Extracted from figure,,Control-1,Intervention-1,Shelters,Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,True,False,False,False,False,False,False,False,True,False,False,False,NR,False,3,False,False,True,False,False,True,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,490.0,3600.0,1.56850721712774,0.275853608221159,,,,,False,,,0,0,0,0,1,Chrusch2023_1_A,Chrusch2023_Control-1,Chrusch2023_Intervention-1,1.0,0.275853608221159
